"cbzj","gg","idCode","jx","pzwh","sccs","scpzrq","ssxkzcyr","ypmc"
"ed46c7b5fd8e48e786863493c64392db","碳酸司维拉姆片","片剂","800mg","是","H20181037;H20181038;H20181039","2013-06-03","Genzyme Europe B.V.","Genzyme Ireland Limited"
"2656d8947f99c5bc4a25d6081443f07e","盐酸伐地那非片","片剂","20mg","是","H20140495;H20140497","2004-08-05","Bayer AG","Bayer AG"
"3cfce7922afbc3e4c7ff83a711be9457","盐酸帕罗西汀肠溶缓释片","片剂","12.5mg","是","H20170001","2010-08-04","GLAXOSMITHKLINE INC.","GLAXOSMITHKLINE INC."
"6cd6719c603cb9069c2f2694bd39e672","盐酸帕罗西汀肠溶缓释片","片剂","25mg","是","H20170002","2010-08-04","GLAXOSMITHKLINE INC.","GLAXOSMITHKLINE INC."
"4612e9f64beb3b6bb1c9b26bcda7dc43","盐酸托莫西汀胶囊","胶囊剂","10mg","是","H20160109;H20160110;H20160111","2006-05-12","LILLY S.A.","LILLY DEL CARIBE Inc"
"d5fbb5ce21d6727370ed0656d9d67120","盐酸托莫西汀胶囊","胶囊剂","25mg","是","H20160115;H20160116;H20160117","2006-05-12","LILLY S.A.","LILLY DEL CARIBE Inc"
"ee33d29172ef55cd804a88e4da09ae6c","盐酸托莫西汀胶囊","胶囊剂","40mg","是","H20160118;H20160119;H20160120","2006-05-12","LILLY S.A.","LILLY DEL CARIBE Inc"
"18ee0a070bf1dfb4774ceb47ffe48ef1","硝呋太尔阴道片","片剂","250mg/片","是","H20150514","1997-08-27","POLICHEM S.R.L","DOPPEL FARMACEUTICI S.R.L."
"0804be5cff680b68ccc9194fac6f6028","替普瑞酮胶囊","胶囊剂","50mg","是","国药准字H20093656","2009-05-31",,"卫材（中国）药业有限公司"
"b8f08d24c7627699957246f5fa048593","盐酸文拉法辛缓释胶囊","胶囊剂","150mg（以文拉法辛计）","是","H20160384;H20160385","2000-06-16","Pfizer Healthcare Ireland","Pfizer Ireland Pharmaceuticals"
"d0c07a61d82748063a2caf92cd9d933d","盐酸伊伐布雷定片","片剂","5mg","是","H20150217;H20150272;H20150273","2015-04-29","Les Laboratoires Servier","Les Laboratoires Servier Industrie"
"aa7b085fcc47685da2f4fe096dcb7f4e","氧氟沙星滴眼液","滴眼剂","5ml:15mg","是","国药准字H20113438","2011-11-10"," ","参天制药（中国）有限公司"
"a9242cea0dd16ff240de87124d7bc17d","伊曲康唑口服溶液","口服溶液剂","150ml:1.5g","是","H20130425","2003-12-31","Janssen-Cilag NV","Janssen Pharmaceutica NV"
"35afb766260c63ffa769d4261318b1c3","伊曲康唑注射液","注射剂","25ml:0.25g","是","H20160558","2001-11-06","Janssen-Cilag Limited","GlaxoSmithKline Manufacturing S.p.A."
"6fe8fe1a8241af1017b2f5c03bba9317","依托考昔片","片剂","60mg","是","H20181027","2007-05-21","Merck Sharp & Dohme B.V.","Frosst Iberica SA"
"a3da3aa715b1a5cde1bae2c6ce3d5397","依托考昔片","片剂","120mg","是","H20181029","2007-05-21","Merck Sharp & Dohme B.V.","Frosst Iberica SA"
"cbec6369820dcdbcbf2c85e727a2ae82","依折麦布片","片剂","10mg","是","H20160181","2006-04-06","MSD Pharma (Singapore) Pte. Ltd.","MSD International GmbH (Singapore Branch)"
"a98f92333de3df372a06b81f01b95a09","异丙托溴铵吸入气雾剂","吸入气雾剂","每瓶200揿，每揿含21μg（以C20H30BrNO3·H2O计）或20μg（以C20H30BrNO3计）；14.6g：5.46mg（以C20H30BrNO3·H2O计）","是","H20130499;H20130498","1993-09-09","Boehringer Ingelheim Pharma GmbH & Co. KG","Boehringer Ingelheim Pharma GmbH & Co.KG"
"dd234cc055245a7713797a4ed0b7d779","异氟烷","溶液剂","100ml","是","H20160436","1999-02-13","Baxter Healthcare Corporation","Baxter Healthcare Corporation"
"d6ea57093f047f82a2d735c5349f9902","蔗糖铁注射液","注射剂","5ml:100mg铁和1.6g蔗糖","是","H20130636","2003-03-26","Vifor (International) Inc.","IDT Biologika GmbH"
"aee8c4c44d6e6d4768ac6eb8ea12ddf1","脂肪乳氨基酸(17)葡萄糖(11%)注射液","注射剂","1440ml [脂肪乳注射液（20%）255ml；复方氨基酸注射液（17）300ml；葡萄糖注射液（11%）885ml]","是","H20130922;H20130923","2004-01-08","Fresenius Kabi AB","Fresenius Kabi AB"
"584cb4dfbc865207d2007d8913c00ab5","脂肪乳氨基酸(17)葡萄糖(11%)注射液","注射剂","1920ml [脂肪乳注射液（20%）340ml；复方氨基酸注射液（17）400ml；葡萄糖注射液（11%）1180ml]","是","H20130924;H20130925","2004-01-08","Fresenius Kabi AB","Fresenius Kabi AB"
"4aa0c4d171fb9be7efd02a792ab2b9f6","注射用艾司奥美拉唑钠","注射剂","40mg （按C17H19N3O3S计）","是","国药准字H20093314","2009-03-23"," ","阿斯利康制药有限公司"
"8f9ca886cc8fc48cceb9daf75c629c80","复方氨基酸注射液（18AA-Ⅶ）","注射剂","200ml:20.650g（总氨基酸）","是","国药准字H20020157","2002-05-08"," ","广州绿十字制药有限公司"
"705c2fc4a322b54e1aedffcb8f549708","盐酸坦索罗辛口崩缓释片","片剂","0.2mg","是","H20181114;H20181120","2008-11-26","Astellas Pharma Inc.","Astellas Pharma Tech Co., Ltd. Yaizu Technology Center"
"bd2f979df1c9f91becda1a05e891e5ba","注射用艾塞那肽微球","注射剂","2mg","是","H20170389","2017-12-28","Astrazeneca AB","Amylin Ohio LLC"
"94497b750757070d5247493bd8737eac","注射用异环磷酰胺","注射剂","1g","是","H20140099","1998-05-14","Baxter Oncology GmbH","Baxter Oncology GmbH"
"8e3736d776bb9227db03a675bd9ba501","帕利哌酮缓释片","片剂","3mg","是","H20160549","2008-09-28","Janssen-Cilag International NV","Janssen Cilag Manufacturing L.L.C."
"3e56c93af42b85629cc82d37a5075f32","帕利哌酮缓释片","片剂","6mg","是","H20160550","2008-09-28","Janssen-Cilag International NV","Janssen Cilag Manufacturing L.L.C."
"8294e7c7cfa82d74e490df55cdebe7ac","曲伏前列素滴眼液","滴眼剂","2.5ml:0.1mg","是","H20181024","2004-12-07","Novartis Europharm Limited","Alcon Cusi S.A."
"45096bb21af8724b31e6890ddc1c07b8","去氧孕烯炔雌醇片","片剂","每片含：去氧孕烯0.15mg与炔雌醇30μg","是","H20171176","1989-04-18"," N.V.Organon","N.V.Organon"
"5432ed51c90f7f08ecbb40d2bd905e6e","乳果糖口服溶液","口服溶液剂","667mg/ml ","是","H20171057","1996-06-25","Abbott Healthcare Products B.V.","Abbott Biologicals B.V."
"cfe60ab174a23e4cc70fab63fd7ace3a","吸入用七氟烷","液体","250ml/瓶","是","H20150020","1992-12-22","Maruishi Pharmaceutical Co., Ltd.","Maruishi Pharmaceutical Co., Ltd.Imazu Plant"
"89b05ed7b9f02f7648b19d3e04efa00c","舒更葡糖钠注射液","注射剂","按舒更葡糖钠活性实体与单-羟基舒更葡糖钠活性实体的总量计算 2ml:200mg","是","H20181175","2017-04-24","Merck Sharp & Dohme Limited","Patheon Manufacturing Services LLC"
"fc14cf4bcda5569fbeed0d3ab45ede66","他卡西醇软膏","软膏剂","2μg/g","是","H20160628","1997-07-11","TEIJIN PHARMA LIMITED","TEIJIN PHARMA LIMITED IWAKUNI PHARMACEUTICAL FACTORY "
"3457897f5c4a9ffa838e8f7fb657c274","碳酸镧咀嚼片","片剂","500mg","是","H20171351;H20171352","2012-02-10","Shire Pharmaceuticals Ireland Limited","Hamol Limited"
"76d94e9106433dbb28efd76a7bd62367","吸入用异丙托溴铵溶液","吸入用溶液剂","2ml:0.25mg(按C20H30BrNO3计)","是","H20150158","1998-07-21","Boehringer Ingelheim Pharma GmbH & Co. KG","Laboratoire Unither"
"807aaa628902e372dc4715185d7c31d7","玻璃酸钠滴眼液","滴眼剂","5ml:5mg","是","H20130583","1996-10-25","Santen Pharmaceutical Co.,Ltd.","Santen Pharmaceutical Co.,Ltd.Noto Plant"
"a0ae62bd746e06d8c299734c55556f20","玻璃酸钠滴眼液","滴眼剂","5ml:15mg（0.3%）","是","H20171192","2012-10-23","Santen Pharmaceutical Co.,Ltd.","Santen Pharmaceutical Co.,Ltd.Noto Plant"
"e2181fe1eaaa48a1cd2fac0bca41e47d","玻璃酸钠滴眼液","滴眼剂","0.4ml:0.4mg","是","H20130585","2006-04-03","Santen Pharmaceutical Co.,Ltd.","Santen Pharmaceutical Co.,Ltd.Noto Plant"
"326fe75a3ccee6bb076611024e36b293","玻璃酸钠滴眼液","滴眼剂","0.4ml:1.2mg","是","H20130587","1996-10-25","Santen Pharmaceutical Co.,Ltd.","Santen Pharmaceutical Co.,Ltd.Noto Plant"
"aee40373e3833e2c7f4ced62443d6181","氟米龙滴眼液","滴眼剂","0.1%(5ml:5mg)","是","H20181090","1995-09-12","Santen Pharmaceutical Co.,Ltd.","Santen Pharmaceutical Co.,Ltd.Shiga Plant"
"87c4ef3f98aae0e8575765957c3691ec","氟米龙滴眼液","滴眼剂","0.02%(5ml:1mg)","是","H20181092","1995-09-13","Santen Pharmaceutical Co.,Ltd.","Santen Pharmaceutical Co.,Ltd.Shiga Plant"
"fe76ff380c2ea574596f61516d43b46b","吡嘧司特钾滴眼液","滴眼剂","5ml:5mg","是","H20181108","1996-05-29","Santen Pharmaceutical Co.,Ltd.","Santen Pharmaceutical Co.,Ltd.Noto Plant"
"2cebe3e5bfe328f80237e974d16cf71d","复方托吡卡胺滴眼液","滴眼剂","1ml:托吡卡胺5mg与盐酸去氧肾上腺素5mg","是","H20171350","1989-01-31","Santen Pharmaceutical Co.,Ltd.","Santen Pharmaceutical Co.,Ltd.Shiga Plant"
"76187048b1fb97275735be3dcb07b0ce","地夸磷索钠滴眼液","滴眼剂","3%（5ml:150mg）","是","H20181012","2017-10-20","Santen Pharmaceutical Co.,Ltd.","Santen Pharmaceutical Co.,Ltd.Noto Plant "
"de53b177280f850db81ec76f37df1c7a","氧氟沙星眼膏","眼膏剂","3.5g:10.5mg","是","H20160190","1991-07-05","Santen Pharmaceutical Co.,Ltd.","Santen Pharmaceutical Co.,Ltd.Shiga Plant "
"e3c9010a85b029ae35ae4019d23f0ecf","他氟前列素滴眼液","滴眼剂","0.0015%（2.5ml:37.5μg）","是","H20150423","2015-07-27","Santen Pharmaceutical Co.,Ltd.","Santen Pharmaceutical Co.,Ltd.Shiga Plant"
"5233fbba08f2e26787bc24aa1a558d31","达肝素钠注射液","注射剂","0.2ml:5000IU","是","H20170040","1998-02-23","Pfizer S.A.","Vetter Pharma-Fertigung GmbH & Co. KG"
"178ebf636b8c1482885d68a40f32f23f","非洛地平缓释片","片剂","10mg","是","国药准字H20030416","1995-09-25"," ","阿斯利康制药有限公司"
"527c477ce1b09b90f8f27641dad858ca","吸入用异丙托溴铵溶液","吸入用溶液剂","2ml:0.5mg(按C20H30BrNO3计)","是","H20150159","1998-07-21","Boehringer Ingelheim Pharma GmbH & Co. KG","Laboratoire Unither"
"20e224d8536e195cc3372c1f6d818d7c","碘佛醇注射液","注射剂","50mL:16g（I）","是","H20150567","1999-03-02","Liebel-Flarsheim Canada Inc.","Liebel-Flarsheim Canada Inc."
"b11bb741d8f78136cc535218c58dcba0","碘佛醇注射液","注射剂","20mL:6.4g（I）","是","H20150566","1999-03-02","Liebel-Flarsheim Canada Inc.","Liebel-Flarsheim Canada Inc."
"7b66a8a4399fff903efaa63956dcb4e2","碘佛醇注射液","注射剂","100mL:35g（I）","是","H20150572;H20150574","1999-03-02","Liebel-Flarsheim Canada Inc.","Liebel-Flarsheim Canada Inc."
"c89e2e96ff371df97cd5e11e571524e2","碘佛醇注射液","注射剂","100mL:32g（I）","是","H20150568","1999-03-02","Liebel-Flarsheim Canada Inc.","Liebel-Flarsheim Canada Inc."
"17b278b33030a462dadc8b62fd281d49","碘海醇注射液","注射剂","10ml: 3g（I）","是","国药准字H20000591","2000-10-24",,"通用电气药业（上海）有限公司"
"53cf202005554c22d92709d668b7ea2b","碘海醇注射液","注射剂","20ml: 6g（I）","是","国药准字H20000592","2000-10-24",,"通用电气药业（上海）有限公司"
"8bdfef8e9d2e4370010cb1e4d1d60671","恩格列净片","片剂","10mg","是","H20170351","2017-09-20","Boehringer Ingelheim International GmbH","Boehringer Ingelheim Pharma GmbH & Co. KG"
"967ca843d9c682a8974a674cd8143b80","恩曲他滨替诺福韦片","片剂","200mg的恩曲他滨,300mg的富马酸替诺福韦二吡呋酯","是","H20171147","2012-12-31","Gilead Sciences Inc.","Patheon Inc. "
"0e3cb8cea5d09c5235a69e34220f8928","二甲双胍维格列汀片（II）","片剂 ","每片含盐酸二甲双胍850mg和维格列汀50mg","是","H20171034","2014-12-09","Novartis Pharma Schweiz AG","Novartis Pharma Produktions GmbH
"
"47b5c3e4170fd36be8edc2e2775f0f92","氟康唑氯化钠注射液","注射液","50ml:氟康唑0.1g与氯化钠0.45g","是","H20181195","1992-05-20","PFIZER HOLDING FRANCE","FAREVA AMBOISE"
"17a865f36ba539b70d2e9cc96faa2276","氟康唑氯化钠注射液","注射液","100ml:氟康唑0.2g与氯化钠0.9g","是","H20181194","1992-05-20","PFIZER HOLDING FRANCE","FAREVA AMBOISE"
"ea49b51147b32a20239f380c1bc78a9f","氟维司群注射液","注射剂","5ml:0.25g","是","H20171199","2010-06-04","AstraZeneca AB","Vetter Pharma-Fertigung GmbH & Co. KG"
"49e204cc18b7261d066685823fed6bcc","复方氨基酸（15）双肽（2）注射液","注射剂","500ml:67g（氨基酸/双肽）","是","H20181017;H20181018","1999-12-30","Fresenius Kabi Austria GmbH","Fresenius Kabi Austria GmbH"
"63d892df340560b7c1a62253899d5c90","复方氨基酸注射液（17AA-Ⅲ）","注射剂","500ml:37.925g（总氨基酸）","是","国药准字H20041031                ","2004-07-23",,"广州绿十字制药有限公司"
"71427c8c66544a8fbc72674e679bf418","复方氨基酸注射液（18AA-Ⅸ）","注射剂","200ml:12.250g（总氨基酸）","是","国药准字H20050224","2005-01-24",,"广州绿十字制药有限公司"
"f7048898354184eebbd3ef411f2049ee","钆塞酸二钠注射液","注射剂","10ml预装玻璃注射器,每1ml中含钆塞酸二钠181.43mg","是","H20150175;H20150178","2010-09-25","Bayer Vital GmbH","Bayer AG"
"5836e73d9a2be35bf0ea9b6191868106","钆特酸葡胺注射液","注射剂","377mg/ml","是","H20160128","1998-12-28","GUERBET","GUERBET"
"2c992aa9a592ea69d58e487ed29e7457","磺达肝癸钠注射液","注射剂","0.5ml:2.5mg","是","H20181230","2008-03-24","Aspen Pharma Trading Limited","Aspen Notre Dame de Bondeville"
"67e3b5a1b9d19caf8419bad53dd63551","甲苯磺酸索拉非尼片","片剂","0.2g","是","H20160201","2006-09-12","Bayer AG","Bayer AG"
"dee2e4404ab3ee1b6b2f4735f371db85","精氨酸布洛芬片","片剂","0.4g(以布洛芬计)","是","国药准字H20110027","2011-04-02",,"海南赞邦制药有限公司"
"62be5bfa23cda96bace27f2b6b7e6cff","卡泊三醇软膏","软膏剂","15g：0.75mg","是","H20160070","1995-06-16","LEO Pharma A/S","LEO laboratories Limited"
"8f5b56f5690f91720302fd25425434b2","糠酸氟替卡松鼻用喷雾剂","喷雾剂","每喷含糠酸氟替卡松27.5微克","是","H20170104;H20170105","2012-06-01","Glaxo Group Ltd","Glaxo Operations UK Ltd "
"8643f38c39bfa29ba73fdfe80518ee81","拉考沙胺片","片剂","50mg","是","H20180062;H20180069","2018-11-21","UCB Pharma SA","Aesica Pharmaceuticals GmbH"
"737dab48bbf9cc6530f9fc2c2e96edbe","拉考沙胺片","片剂","100mg","是","H20180063;H20180070","2018-11-21","UCB Pharma SA","Aesica Pharmaceuticals GmbH"
"b2157eddb1fa1e83509d4c95ee2186d9","利格列汀二甲双胍片(II)","片剂","每片含利格列汀2.5 mg与盐酸二甲双胍850 mg","是","H20170163;H20170164;H20170165","2017-03-22","Boehringer Ingelheim (Schweiz) GmbH","Boehringer Ingelheim Pharma GmbH & Co. KG"
"9da7a8558bb4eda777dac3f1e8be6b61","碘海醇注射液","注射剂","50ml:15g（I）","是","国药准字H20000593","2000-10-24",,"通用电气药业（上海）有限公司"
"f33e9a9addb9bfd8283a78f34e1ce490","碘海醇注射液","注射剂","75ml:22.5g（I）","是","国药准字H20000594","2000-10-24",,"通用电气药业（上海）有限公司"
"360c372ae5cf4cf21caa1c8067aebfa2","碘海醇注射液","注射剂","100ml:30g（I）","是","国药准字H20000595","2000-10-24",,"通用电气药业（上海）有限公司"
"9829535eccce71f810b49a0c4763b493","碘海醇注射液","注射剂","20ml:7g（I）","是","国药准字H20000596","2000-10-24",,"通用电气药业（上海）有限公司"
"67bf03372358d948e6eff7caf1289360","碘海醇注射液","注射剂","50ml: 17.5g（I）","是","国药准字H20000597","2000-10-24",,"通用电气药业（上海）有限公司"
"a8a5c6337c9a08c936392d975c2257e7","培哚普利氨氯地平片（III）","片剂","每片含精氨酸培哚普利10mg和苯磺酸氨氯地平（以氨氯地平计）5mg","是","H20180015","2018-04-28","LES LABORATOIRES SERVIER","Servier (Ireland) Industries Ltd."
"624ee79c139537df3341d45704d2db81","布地奈德鼻喷雾剂","鼻用制剂","每瓶120喷，每喷含布地奈德32μg，药液浓度为0.64mg/ml","是","H20171309;H20171310","2002-02-21","McNeil Sweden AB","AstraZeneca AB"
"49279915be136b6ddb9b3b9635e6ee24","布地奈德鼻喷雾剂","鼻用制剂","每瓶120喷，每喷含布地奈德64μg，药液浓度为1.28mg/ml","是","H20171311;H20171312","2002-02-21","McNeil Sweden AB","AstraZeneca AB"
"e022e298ecc02114c25ac77cff4a68a5","注射用厄他培南","注射剂","1g（以厄他培南计）","是","H20150480;H20150481","2005-09-12","Merck Sharp & Dohme Limited","Laboratoires Merck Sharp & Dohme Chibret"
"b9635b42ae92cf9c8437572ff090c8ba","注射用盐酸地尔硫&#17644;","注射剂","10mg","是","H20160286;H20160287","1991-03-28","Mitsubishi Tanabe Pharma Corporation"," Takata Seiyaku Co., Ltd. Kitasaitama Plant"
"8c6985f3bce5f2652409fc6267f0dc5e","丁丙诺啡透皮贴剂","贴剂","5mg/贴","是","H20181111","2012-12-31","Mundipharma GmbH","LTS Lohmann Therapie-Systeme AG"
"7763f06610638bcb230d28348f501cb9","格隆溴铵吸入粉雾剂用胶囊","胶囊剂","50μg(以C19H28NO3计)","是","H20180002;H20180003","2018-04-16"," Novartis Pharma Schweiz AG"," Novartis Pharma Stein AG"
"dcc4303137b364da844ecba4f334fbe4","地拉罗司分散片","片剂","125mg","是","H20150208","2010-06-12","Novartis Pharma Schweiz AG","Novartis Pharma Stein AG"
"290b25634bc28e4a8fb4abf28444bc83","恩他卡朋片","片剂","0.2g","是","H20160680","2004-05-08","Orion Corporation","Orion Corporation"
"5d59071a1451b1ec58b78ea44fc7f7f6","注射用阿奇霉素","注射剂","0.5g","是","H20130830;H20140685;H20130831","2004-10-09","Pfizer Inc.","Pharmacia & Upjohn Company LLC"
"d77d31271ff006080c7ba9808db456ac","注射用头孢呋辛钠","注射剂","0.75g","是","H20181034","1998-01-10","GLAXOSMITHKLINE S.p.A.","GLAXOSMITHKLINE MANUFACTURING S.p.A."
"ac0f05636448ebf151c43ba43ecd46a2","盐酸曲马多注射液","注射剂","2ml:100mg","是","H20140813","1990-12-15","Grunenthal GmbH","Grunenthal GmbH"
"7d8201458b95d0c9978e9c7583163cf3","盐酸帕洛诺司琼注射液","注射剂","5ml:0.25mg（以C19H24N2O计）","是","H20180061","2018-11-08"," Helsinn Birex Pharmaceuticals Ltd.","Pierre Fabre Medicament Production, Aquitaine Pharm International"
"c2f3bc987d0cd5f9d4aa5f4f2e2fc6c6","利匹韦林片","片剂","25mg","是","H20171075","2012-12-31","Janssen-Cilag International N.V.","Janssen-Cilag SpA"
"49ef6f7a7d5df92b3b3bae2bdb4ae1c3","盐酸氮卓斯汀鼻喷雾剂","鼻用喷雾剂","10ml:10mg，60喷，每喷0.14mg","是","H20150201","2001-02-05","MEDA Pharma GmbH & Co. KG","MEDA Manufacturing GmbH"
"88bfe99c0122b8494329defb0f919599","注射用生长抑素","注射剂","3mg","是","H20140873","1993-10-14"," Merck (Schweiz) AG","Merck Serono SA Succursale d’Aubonne"
"159eda316e8429a791241d3b2538bf8a","罗库溴铵注射液","注射剂","5ml:50mg","是","H20140847","1997-01-31","N.V. Organon","Hameln Pharmaceuticals GmbH"
"20642ecc45390cbf71f23edaf6106325","注射用醋酸奥曲肽微球","注射剂","20mg","是","H20171261","2003-08-15","Novartis Pharma Schweiz AG","A（微球生产厂：Sandoz GmbH）；B（溶剂生产厂：Abbott Biologicals B.V.）"
"5d114913f115ba7a2a1c536f5933f19e","奥美拉唑镁肠溶片","片剂","10mg","是","H20130286","2000-04-26","Astrazeneca AB","AstraZeneca AB"
"04af995337832a507fe27bde66f03eda","奥美拉唑镁肠溶片","片剂","20mg","是","H20130288","2000-04-26","Astrazeneca AB","AstraZeneca AB"
"333fd2eac0928e881578082373233f8a","巴氯芬片","片剂","10mg","是","H20140326","1994-05-06","Novartis Pharma Schweiz AG","Novartis Farma S.p.A"
"b43cc2e63b3a79d587347223d41dd7db","比卡鲁胺片","片剂","50mg","是","H20140720","1999-10-14","AstraZeneca UK Limited","CORDEN PHARMA GMBH"
"efb48bbb79d5898d595653aed2a8df54","比卡鲁胺片","片剂","150mg","是","H20130043","2008-03-24","AstraZeneca UK Limited","CORDEN PHARMA GMBH"
"047217c4e22b0498785ae27910152578","比沙可啶肠溶片","片剂","5mg","是","H20140830; H20140831","2009-08-19","Boehringer Ingelheim France","Delpharm Reims"
"5d51f11439139164e6433ed5b1bde13c","草酸艾司西酞普兰片","片剂","5mg","是","H20150161","2005-08-31","H. Lundbeck A/S","H.Lundbeck A/S"
"44f771dd67739210a8242cce20475309","草酸艾司西酞普兰片","片剂","10mg","是","H20150163","2005-08-31","H. Lundbeck A/S","H.Lundbeck A/S"
"f6195246f1dc0d00a7c1bb722d19c61f","艾尔巴韦格拉瑞韦片","片剂","每片含艾尔巴韦50mg和格拉瑞韦100mg","是","H20180017","2018-04-28","Merck Sharp & Dohme Australia Pty ltd","MSD International GmbH"
"d91f230ef8e39e804673b5f04c280221","小儿法罗培南钠颗粒","颗粒剂","0.05g(按C12H15NO5S计)","是","H20180001","2018-02-02","Maruho Co.,Ltd.","Takayama Plant，Teva Takeda Pharma Ltd."
"a6362382a500490aba443324d620c191","德拉马尼片","片剂","50mg","是","H20180004","2018-03-12","Otsuka Pharmaceutical Co., Ltd","Otsuka Pharmaceutical Co.,Ltd.Tokushima Itano Factory"
"ef9a74747f9e15a6ceeb941ac836aacd","枸橼酸伊沙佐米胶囊","胶囊剂","4mg","是","H20180010","2018-04-12","Takeda Pharma A/S ","Haupt Pharma Amareg GmbH"
"e821b8271ff9f2f205ed425c36f9bd0b","枸橼酸伊沙佐米胶囊","胶囊剂","3mg","是","H20180011","2018-04-12","Takeda Pharma A/S ","Haupt Pharma Amareg GmbH"
"d83644566caac36d48e1a151008e3e9d","枸橼酸伊沙佐米胶囊","胶囊剂","2.3mg","是","H20180012","2018-04-12","Takeda Pharma A/S ","Haupt Pharma Amareg GmbH"
"6b9ad2450b24b5190bdc3156c341d3f3","注射用紫杉醇（白蛋白结合型）","注射剂","100mg","是","H20130650","2008-06-30","Celgene Corporation","Fresenius Kabi USA, LLC"
"1af85e6ee03eddc643c00c9a3b261e3d","氟比洛芬酯注射液","注射剂（小容量注射剂）","5ml:50mg","是","国药准字H20041508","2004-10-09"," ","北京泰德制药股份有限公司"
"337a72835def4de1fa9aaf310db467f4","艾司奥美拉唑镁肠溶片","片剂","20mg","是","H20181003","2002-10-16","AstraZeneca AB","Astrazeneca AB"
"e53fa6b58a6c71e61c2d5d27b35e5c64","艾司奥美拉唑镁肠溶片","片剂","40mg","是","H20181004","2002-10-16","AstraZeneca AB","Astrazeneca AB"
"d70358ce5fa15ef1f567e1a0837b9de1","艾司奥美拉唑镁肠溶片","片剂","20mg (按C17H19N3O3S计算)","是","国药准字H20046379","2004-12-09",,"阿斯利康制药有限公司"
"f1589779e6723f65431662d0a4dea9d6","艾司奥美拉唑镁肠溶片","片剂","40mg (按C17H19N3O3S计算)","是","国药准字H20046380","2004-12-09",,"阿斯利康制药有限公司"
"f044cdf4b7d7286aa12ffb85fc81a74c","富马酸喹硫平缓释片","片剂","50mg（按喹硫平计）","是","H20130733;H20130738","2013-10-24","AstraZeneca Pharmaceuticals LP","AstraZeneca Pharmaceuticals LP"
"b73cb8c787d7d0b62a11b8847419778e","富马酸喹硫平缓释片","片剂","200mg（按喹硫平计）","是","H20130734;H20130739","2013-10-24","AstraZeneca Pharmaceuticals LP","AstraZeneca Pharmaceuticals LP"
"0531172e9e958620860f9130d31b1ea4","富马酸喹硫平缓释片","片剂","300mg（按喹硫平计）","是","H20130735;H20130740","2013-10-24","AstraZeneca Pharmaceuticals LP","AstraZeneca Pharmaceuticals LP"
"7005e915ee190d5ca5c1474cd7427acc","沙格列汀片","片剂","5mg","是","H20160089;H20160090","2011-05-05","AstraZeneca AB","AstraZeneca Pharmaceuticals LP"
"e0fc86bbaa99260cfc3ec01513d0ca70","替格瑞洛片","片剂","90mg","是","H20171079","2012-11-22","AstraZeneca AB","Astrazeneca AB"
"63ed8d7aeb59ef55176f02c6fc19bc1e","替格瑞洛片","片剂","60mg","是","H20171037","2017-06-27","AstraZeneca AB","Astrazeneca AB"
"f8ad49d81dab04f32dbf3c35b4186147","琥珀酸索利那新片","片剂","5mg","是","H20140209","2009-05-22","Astellas Pharma Europe B.V.","Astellas Pharma Europe B.V."
"98aecb3f6c8d291982f9c9f8180a8121","阿立哌唑片","片剂","5mg","是","国药准字H20061304","2006-12-20",,"浙江大冢制药有限公司"
"73da794bed6a5715ec6fc97445f0a7f0","阿立哌唑片","片剂","10mg","是","国药准字H20061305","2006-12-20",,"浙江大冢制药有限公司"
"1fecf78883890d96b04b1d15155e7b32","赛洛多辛胶囊","胶囊剂","4mg","是","国药准字H20110100","2011-08-25",,"第一三共制药（北京）有限公司"
"d93dbc06fb0ee6a5b918956acbbe45aa","奥美沙坦酯片","片剂","20mg","是","国药准字H20060371","2006-04-06",,"第一三共制药（上海）有限公司"
"0395dd4e1c9adcd85c8245ceef5ff6b9","洛索洛芬钠片","片剂","60mg","是","国药准字H20030769","2003-08-05",,"第一三共制药（上海）有限公司"
"e6b4e1c81b78607501d7e00532f5f993","安立生坦片","片剂","5mg","是","H20160365","2010-10-19","GLAXOSMITHKLINE INC.","PATHEON INC."
"5c6a68fcc8d693db2d24c8a2b0835470","安立生坦片","片剂","10mg","是","H20160364","2010-10-19","GLAXOSMITHKLINE INC.","PATHEON INC."
"02dd5ffec1d1b028681a2351de5a98ab","阿莫西林舒巴坦匹酯片","片剂","0.5g(阿莫西林：舒巴坦=1：1)","是","H20140375","2003-01-29","LABORATORIOS BAGO S.A.","LABORATORIOS BAGO S.A."
"e18ffdbad3bc73381c359eb454790568","美沙拉秦缓释片","片剂","0.5g","是","H20181183","1993-12-27","Ferring GmbH","Ferring International Center S.A."
"a4e73b24476c5c8dfa512e1445d0511a","阿哌沙班片","片剂","2.5mg","是","H20170235;H20170236","2013-01-22","Bristol-Myers Squibb / Pfizer EEIG","Bristol-Myers Squibb Manufacturing Company"
"9265f8c15eac156dfb3dbeb59b0cc6c8","环孢素软胶囊"," 胶囊剂","100mg","是","H20140290;H20140293","1997-05-31"," Novartis Pharma Schweiz AG","Catalent Germany Eberbach GmbH"
"b6e4e5a2092c9423a7a2a88bfa73977e","非洛地平缓释片"," 缓释制剂","2.5mg","是","国药准字H20030414","1995-09-25",,"阿斯利康制药有限公司"
